#FORMAT	     : EMSA/MAS Spectral Data File
#VERSION     : 1.0
#TITLE       : Fe3O4_Fe_L3_A__Gloter,_A__Chen_199
#DATE        : 
#TIME        : 
#OWNER       : eelsdatabase.net
#NPOINTS     : 911
#NCOLUMNS    : 1
#XUNITS      : eV
#YUNITS      : 
#DATATYPE    : XY
#XPERCHAN    : 0.05
#OFFSET      : 6.837500e+002
#SIGNALTYPE  : ELS
#SPECTRUM    : Spectral Data Starts Here
6.837500e+002, 0.000000e+000
6.838000e+002, 0.000000e+000
6.838500e+002, 0.000000e+000
6.839000e+002, 0.000000e+000
6.839500e+002, 0.000000e+000
6.840000e+002, 0.000000e+000
6.840500e+002, 0.000000e+000
6.841000e+002, 0.000000e+000
6.841500e+002, 0.000000e+000
6.842000e+002, 0.000000e+000
6.842500e+002, 0.000000e+000
6.843000e+002, 0.000000e+000
6.843500e+002, 0.000000e+000
6.844000e+002, 0.000000e+000
6.844500e+002, 0.000000e+000
6.845000e+002, 0.000000e+000
6.845500e+002, 0.000000e+000
6.846000e+002, 0.000000e+000
6.846500e+002, 0.000000e+000
6.847000e+002, 0.000000e+000
6.847500e+002, 0.000000e+000
6.848000e+002, 0.000000e+000
6.848500e+002, 0.000000e+000
6.849000e+002, 0.000000e+000
6.849500e+002, 0.000000e+000
6.850000e+002, 0.000000e+000
6.850500e+002, 0.000000e+000
6.851000e+002, 0.000000e+000
6.851500e+002, 0.000000e+000
6.852000e+002, 0.000000e+000
6.852500e+002, 0.000000e+000
6.853000e+002, 0.000000e+000
6.853500e+002, 0.000000e+000
6.854000e+002, 0.000000e+000
6.854500e+002, 0.000000e+000
6.855000e+002, 0.000000e+000
6.855500e+002, 0.000000e+000
6.856000e+002, 0.000000e+000
6.856500e+002, 0.000000e+000
6.857000e+002, 0.000000e+000
6.857500e+002, 0.000000e+000
6.858000e+002, 0.000000e+000
6.858500e+002, 0.000000e+000
6.859000e+002, 0.000000e+000
6.859500e+002, 0.000000e+000
6.860000e+002, 0.000000e+000
6.860500e+002, 0.000000e+000
6.861000e+002, 0.000000e+000
6.861500e+002, 0.000000e+000
6.862000e+002, 0.000000e+000
